Tag Date,Location,Station,Depth (fa.),Fish Spp.,Tagged before?,Tag #,F. L. (in.),Remarks,Recapture date,Location,Station,Depth (fa.),F. L. (in.),Weight (lb.),# Days Free,Growth (in.),Distance (miles) moved,Retagged?,Recapture Date,Location,Station,Depth (fa.),F. L. (in.),Weight (lb.),# Days Free,Growth (in.),Distance (mi.),Retagged?,Recapture Date,Location,Station,Depth (fa.),F. L. (in.),Weight (lb.),# Days Free,Growth (in.),Distance (mi.),Retagged?,Recapture Date,Location,Station,Depth (fa.),F. L. (in.),Weight (lb.),# Days Free,Growth (in.),Distance (mi.), Retagged?
1993-08-04,320,30,65,1,0,G488,11.50,,,,,,,,-32723,-11.5,,,,,,,,,-32723,-11.5,,,,,,,,,-32723,-11.5,,,,,,,,,-32723,-11.5,,
1993-08-04,320,30,65,3,0,G489,12.00,,,,,,,,-32723,-12,,,,,,,,,-32723,-12,,,,,,,,,-32723,-12,,,,,,,,,-32723,-12,,
1993-08-04,320,30,65,1,0,G490,13.50,,,,,,,,-32723,-13.5,,,,,,,,,-32723,-13.5,,,,,,,,,-32723,-13.5,,,,,,,,,-32723,-13.5,,
1993-08-04,320,30,65,1,0,G491,13.00,,1993-12-23,320,,70,14,1.5,141,1,,N,,,,,,,-32723,-13,,,,,,,,,-32723,-13,,,,,,,,,-32723,-13,,
1993-08-04,320,30,65,3,0,G492,10.00,,,,,,,,-32723,-10,,,,,,,,,-32723,-10,,,,,,,,,-32723,-10,,,,,,,,,-32723,-10,,
1993-08-04,320,30,65,1,0,G493,10.50,,,,,,,,-32723,-10.5,,,,,,,,,-32723,-10.5,,,,,,,,,-32723,-10.5,,,,,,,,,-32723,-10.5,,
1993-08-04,320,30,65,1,0,G494,14.00,,,,,,,,-32723,-14,,,,,,,,,-32723,-14,,,,,,,,,-32723,-14,,,,,,,,,-32723,-14,,
1993-08-04,320,30,65,1,0,G495,12.00,,,,,,,,-32723,-12,,,,,,,,,-32723,-12,,,,,,,,,-32723,-12,,,,,,,,,-32723,-12,,
1993-08-04,320,30,65,1,0,G496,11.50,,,,,,,,-32723,-11.5,,,,,,,,,-32723,-11.5,,,,,,,,,-32723,-11.5,,,,,,,,,-32723,-11.5,,
1993-08-04,320,30,65,3,0,G497,12.50,,,,,,,,-32723,-12.5,,,,,,,,,-32723,-12.5,,,,,,,,,-32723,-12.5,,,,,,,,,-32723,-12.5,,
1993-08-03,320,30,65,1,0,G498,14.50,FLOAT AWAY,,,,,,,-32722,-14.5,,,,,,,,,-32722,-14.5,,,,,,,,,-32722,-14.5,,,,,,,,,-32722,-14.5,,
1993-08-03,320,30,65,1,0,G499,12.50,,,,,,,,-32722,-12.5,,,,,,,,,-32722,-12.5,,,,,,,,,-32722,-12.5,,,,,,,,,-32722,-12.5,,
1993-05-11,320,30,65,7,0,G500,7.80,WEAK,,,,,,,-32638,-7.8,,,,,,,,,-32638,-7.8,,,,,,,,,-32638,-7.8,,,,,,,,,-32638,-7.8,,
1993-05-11,320,31, ,1,0,G501,8.70,,,,,,,,-32638,-8.7,,,,,,,,,-32638,-8.7,,,,,,,,,-32638,-8.7,,,,,,,,,-32638,-8.7,,
1993-05-11,320,31, ,1,0,G502,9.40,,,,,,,,-32638,-9.4,,,,,,,,,-32638,-9.4,,,,,,,,,-32638,-9.4,,,,,,,,,-32638,-9.4,,
1993-05-11,320,32,53,1,0,G503,11.50,WEAK,,,,,,,-32638,-11.5,,,,,,,,,-32638,-11.5,,,,,,,,,-32638,-11.5,,,,,,,,,-32638,-11.5,,
1993-05-11,320,32,53,1,0,G504,12.50,,,,,,,,-32638,-12.5,,,,,,,,,-32638,-12.5,,,,,,,,,-32638,-12.5,,,,,,,,,-32638,-12.5,,
1993-05-11,320,32,53,1,0,G505,11.20,,,,,,,,-32638,-11.2,,,,,,,,,-32638,-11.2,,,,,,,,,-32638,-11.2,,,,,,,,,-32638,-11.2,,
1993-05-11,320,32,53,1,0,G506,13.20,,,,,,,,-32638,-13.2,,,,,,,,,-32638,-13.2,,,,,,,,,-32638,-13.2,,,,,,,,,-32638,-13.2,,
1993-05-11,320,32,53,1,0,G507,14.80,,,,,,,,-32638,-14.8,,,,,,,,,-32638,-14.8,,,,,,,,,-32638,-14.8,,,,,,,,,-32638,-14.8,,
1993-05-11,320,32,53,1,0,G508,13.50,,,,,,,,-32638,-13.5,,,,,,,,,-32638,-13.5,,,,,,,,,-32638,-13.5,,,,,,,,,-32638,-13.5,,
1993-05-11,320,32,53,1,0,G509,13.00,,,,,,,,-32638,-13,,,,,,,,,-32638,-13,,,,,,,,,-32638,-13,,,,,,,,,-32638,-13,,
1993-05-11,320,32,53,1,0,G510,13.50,,,,,,,,-32638,-13.5,,,,,,,,,-32638,-13.5,,,,,,,,,-32638,-13.5,,,,,,,,,-32638,-13.5,,
1993-05-11,320,32,53,1,0,G511,11.20,,,,,,,,-32638,-11.2,,,,,,,,,-32638,-11.2,,,,,,,,,-32638,-11.2,,,,,,,,,-32638,-11.2,,
1993-05-11,320,32,53,1,0,G512,12.00,,,,,,,,-32638,-12,,,,,,,,,-32638,-12,,,,,,,,,-32638,-12,,,,,,,,,-32638,-12,,
1993-05-11,320,32,53,1,0,G513,15.30,,,,,,,,-32638,-15.3,,,,,,,,,-32638,-15.3,,,,,,,,,-32638,-15.3,,,,,,,,,-32638,-15.3,,
1993-05-11,320,32,53,1,0,G514,11.90,,,,,,,,-32638,-11.9,,,,,,,,,-32638,-11.9,,,,,,,,,-32638,-11.9,,,,,,,,,-32638,-11.9,,
1993-05-11,320,32,53,1,0,G515,13.00,,,,,,,,-32638,-13,,,,,,,,,-32638,-13,,,,,,,,,-32638,-13,,,,,,,,,-32638,-13,,
1993-05-11,320,32,53,1,0,G516,11.00,,,,,,,,-32638,-11,,,,,,,,,-32638,-11,,,,,,,,,-32638,-11,,,,,,,,,-32638,-11,,
1993-05-11,320,32,53,1,0,G517,12.00,,,,,,,,-32638,-12,,,,,,,,,-32638,-12,,,,,,,,,-32638,-12,,,,,,,,,-32638,-12,,
1993-05-11,320,32,53,1,0,G518,12.80,WEAK,,,,,,,-32638,-12.8,,,,,,,,,-32638,-12.8,,,,,,,,,-32638,-12.8,,,,,,,,,-32638,-12.8,,
1993-05-11,320,32,53,1,0,G519,13.00,,,,,,,,-32638,-13,,,,,,,,,-32638,-13,,,,,,,,,-32638,-13,,,,,,,,,-32638,-13,,
1993-05-11,320,32,53,1,0,G520,16.00,,,,,,,,-32638,-16,,,,,,,,,-32638,-16,,,,,,,,,-32638,-16,,,,,,,,,-32638,-16,,
1993-05-11,320,32,53,1,0,G521,11.80,,,,,,,,-32638,-11.8,,,,,,,,,-32638,-11.8,,,,,,,,,-32638,-11.8,,,,,,,,,-32638,-11.8,,
1993-05-12,320,31,,1,0,G522,10.00,opu,1994-10-07,320,32,none,16,2.75,513,6,1,N,,,,,,,-32639,-10,,,,,,,,,-32639,-10,,,,,,,,,-32639,-10,,
1993-05-12,320,31,,1,0,G523,12.80,,,,,,,,-32639,-12.8,,,,,,,,,-32639,-12.8,,,,,,,,,-32639,-12.8,,,,,,,,,-32639,-12.8,,
1993-05-12,320,32,53,1,0,G524,14.00,,,,,,,,-32639,-14,,,,,,,,,-32639,-14,,,,,,,,,-32639,-14,,,,,,,,,-32639,-14,,
1993-05-12,320,32,53,1,0,G525,16.00,,,,,,,,-32639,-16,,,,,,,,,-32639,-16,,,,,,,,,-32639,-16,,,,,,,,,-32639,-16,,
1993-05-12,320,32,53,1,0,G526,12.60,,,,,,,,-32639,-12.6,,,,,,,,,-32639,-12.6,,,,,,,,,-32639,-12.6,,,,,,,,,-32639,-12.6,,
1993-05-12,320,32,53,8,0,G527,16.50,,,,,,,,-32639,-16.5,,,,,,,,,-32639,-16.5,,,,,,,,,-32639,-16.5,,,,,,,,,-32639,-16.5,,
1993-05-12,320,32,53,8,0,G528,13.50,,,,,,,,-32639,-13.5,,,,,,,,,-32639,-13.5,,,,,,,,,-32639,-13.5,,,,,,,,,-32639,-13.5,,
1993-05-12,320,32,53,8,0,G529,14.50,,,,,,,,-32639,-14.5,,,,,,,,,-32639,-14.5,,,,,,,,,-32639,-14.5,,,,,,,,,-32639,-14.5,,
1993-05-12,320,32,53,8,0,G530,16.50,,,,,,,,-32639,-16.5,,,,,,,,,-32639,-16.5,,,,,,,,,-32639,-16.5,,,,,,,,,-32639,-16.5,,
1993-05-13,320,33,,1,0,G531,13.50,,,,,,,,-32640,-13.5,,,,,,,,,-32640,-13.5,,,,,,,,,-32640,-13.5,,,,,,,,,-32640,-13.5,,
1993-05-13,320,33,,1,0,G532,15.00,kitada (?),1995-02-22,320,molokini,57,19.25,4.2,650,4.25,est. 13 nm,N,,,,,,,-32640,-15,,,,,,,,,-32640,-15,,,,,,,,,-32640,-15,,
1993-05-13,320,33,,1,0,G533,16.20,,,,,,,,-32640,-16.2,,,,,,,,,-32640,-16.2,,,,,,,,,-32640,-16.2,,,,,,,,,-32640,-16.2,,
1993-05-13,320,33,,1,0,G534,12.50,,,,,,,,-32640,-12.5,,,,,,,,,-32640,-12.5,,,,,,,,,-32640,-12.5,,,,,,,,,-32640,-12.5,,
1993-05-13,320,33,,1,0,G535,15.00,,,,,,,,-32640,-15,,,,,,,,,-32640,-15,,,,,,,,,-32640,-15,,,,,,,,,-32640,-15,,
1993-05-13,320,33,,1,0,G536,14.00,,,,,,,,-32640,-14,,,,,,,,,-32640,-14,,,,,,,,,-32640,-14,,,,,,,,,-32640,-14,,
1993-05-13,320,33,,1,0,G537,10.50,ventura (c),1994-10-10,320,none,none,14.5,2.25,515,4,?,N,,,,,,,-32640,-10.5,,,,,,,,,-32640,-10.5,,,,,,,,,-32640,-10.5,,
1993-05-13,320,33,,1,0,G538,12.00,,,,,,,,-32640,-12,,,,,,,,,-32640,-12,,,,,,,,,-32640,-12,,,,,,,,,-32640,-12,,
1993-05-13,320,33,,1,0,G539,11.80,ventura (c),1994-10-10,320,none,none,14.5,2.25,515,2.7,?,N,,,,,,,-32640,-11.8,,,,,,,,,-32640,-11.8,,,,,,,,,-32640,-11.8,,
1993-05-13,320,31,,1,0,G540,9.80,,,,,,,,-32640,-9.8,,,,,,,,,-32640,-9.8,,,,,,,,,-32640,-9.8,,,,,,,,,-32640,-9.8,,
1993-05-13,320,33,,1,0,G541,12.00,,,,,,,,-32640,-12,,,,,,,,,-32640,-12,,,,,,,,,-32640,-12,,,,,,,,,-32640,-12,,
1993-07-08,320,35,53,1,0,G542,11.50,,,,,,,,-32696,-11.5,,,,,,,,,-32696,-11.5,,,,,,,,,-32696,-11.5,,,,,,,,,-32696,-11.5,,
1993-07-08,320,35,53,1,0,G543,13.00,,,,,,,,-32696,-13,,,,,,,,,-32696,-13,,,,,,,,,-32696,-13,,,,,,,,,-32696,-13,,
1993-07-08,320,35,53,1,0,G544,11.50,,,,,,,,-32696,-11.5,,,,,,,,,-32696,-11.5,,,,,,,,,-32696,-11.5,,,,,,,,,-32696,-11.5,,
1993-07-08,320,35,53,1,0,G545,11.50,Pojas (?),2003-10-12,320,none,60,25.25,9,3748,13.75,sra,N,,,,,,,-32696,-11.5,,,,,,,,,-32696,-11.5,,,,,,,,,-32696,-11.5,,
1993-07-08,320,35,53,1,0,G546,13.50,,,,,,,,-32696,-13.5,,,,,,,,,-32696,-13.5,,,,,,,,,-32696,-13.5,,,,,,,,,-32696,-13.5,,
1993-07-08,320,35,53,1,0,G547,12.50,,,,,,,,-32696,-12.5,,,,,,,,,-32696,-12.5,,,,,,,,,-32696,-12.5,,,,,,,,,-32696,-12.5,,
1993-07-08,320,35,53,1,0,G548,12.50,R,1994-08-06,320,none,74,16,,394,3.5,same?,N,,,,,,,-32696,-12.5,,,,,,,,,-32696,-12.5,,,,,,,,,-32696,-12.5,,
1993-07-08,320,35,53,1,0,G549,13.00,,,,,,,,-32696,-13,,,,,,,,,-32696,-13,,,,,,,,,-32696,-13,,,,,,,,,-32696,-13,,
1993-07-08,320,35,53,1,0,G550,12.00,,,,,,,,-32696,-12,,,,,,,,,-32696,-12,,,,,,,,,-32696,-12,,,,,,,,,-32696,-12,,
1993-07-08,320,35,53,1,0,G551,13.50,,,,,,,,-32696,-13.5,,,,,,,,,-32696,-13.5,,,,,,,,,-32696,-13.5,,,,,,,,,-32696,-13.5,,
1993-07-08,320,35,53,1,0,G552,13.50,Rezentes,1994-09-24,320,"""off pali""",74,17.5,,443,4,,N,,,,,,,-32696,-13.5,,,,,,,,,-32696,-13.5,,,,,,,,,-32696,-13.5,,
1993-07-08,320,35,53,1,0,G553,13.50,,,,,,,,-32696,-13.5,,,,,,,,,-32696,-13.5,,,,,,,,,-32696,-13.5,,,,,,,,,-32696,-13.5,,
1993-07-08,320,35,53,1,0,G554,9.10,,,,,,,,-32696,-9.1,,,,,,,,,-32696,-9.1,,,,,,,,,-32696,-9.1,,,,,,,,,-32696,-9.1,,
1993-07-08,320,35,53,1,0,G555,12.00,Hamada (?),1995-11-12,505,Ki'i Lnding.,83,est.19 TL,none,857,#VALUE!,est. 235 nm,N,,,,,,,-32696,-12,,,,,,,,,-32696,-12,,,,,,,,,-32696,-12,,
1993-07-08,320,35,53,1,0,G556,13.00,,,,,,,,-32696,-13,,,,,,,,,-32696,-13,,,,,,,,,-32696,-13,,,,,,,,,-32696,-13,,
1993-07-08,320,35,53,1,0,G557,12.00,,,,,,,,-32696,-12,,,,,,,,,-32696,-12,,,,,,,,,-32696,-12,,,,,,,,,-32696,-12,,
1993-07-08,320,35,53,1,0,G558,13.50,,,,,,,,-32696,-13.5,,,,,,,,,-32696,-13.5,,,,,,,,,-32696,-13.5,,,,,,,,,-32696,-13.5,,
1993-07-08,320,35,53,1,0,G559,12.50,,,,,,,,-32696,-12.5,,,,,,,,,-32696,-12.5,,,,,,,,,-32696,-12.5,,,,,,,,,-32696,-12.5,,
1993-07-08,320,35,53,1,0,G560,12.50,,,,,,,,-32696,-12.5,,,,,,,,,-32696,-12.5,,,,,,,,,-32696,-12.5,,,,,,,,,-32696,-12.5,,
1993-07-08,320,35,53,1,0,G561,12.50,,,,,,,,-32696,-12.5,,,,,,,,,-32696,-12.5,,,,,,,,,-32696,-12.5,,,,,,,,,-32696,-12.5,,
1993-07-08,320,35,53,1,0,G562,12.00,,,,,,,,-32696,-12,,,,,,,,,-32696,-12,,,,,,,,,-32696,-12,,,,,,,,,-32696,-12,,
1993-07-08,320,35,53,1,0,G563,14.00,Bass,1994-11-01,320,none,none,none, est 4.4 ,481,#VALUE!,sra,N,,,,,,,-32696,-14,,,,,,,,,-32696,-14,,,,,,,,,-32696,-14,,
1993-07-08,320,35,53,1,0,G564,13.00,,,,,,,,-32696,-13,,,,,,,,,-32696,-13,,,,,,,,,-32696,-13,,,,,,,,,-32696,-13,,
1993-07-08,320,35,53,1,0,G565,13.50,,,,,,,,-32696,-13.5,,,,,,,,,-32696,-13.5,,,,,,,,,-32696,-13.5,,,,,,,,,-32696,-13.5,,
1993-07-08,320,35,53,1,0,G566,12.50,,,,,,,,-32696,-12.5,,,,,,,,,-32696,-12.5,,,,,,,,,-32696,-12.5,,,,,,,,,-32696,-12.5,,
1993-07-08,320,35,53,1,0,G567,11.00,,,,,,,,-32696,-11,,,,,,,,,-32696,-11,,,,,,,,,-32696,-11,,,,,,,,,-32696,-11,,
1993-07-08,320,35,53,1,0,G568,12.00,,,,,,,,-32696,-12,,,,,,,,,-32696,-12,,,,,,,,,-32696,-12,,,,,,,,,-32696,-12,,
1993-07-08,320,35,53,1,0,G569,11.50,,,,,,,,-32696,-11.5,,,,,,,,,-32696,-11.5,,,,,,,,,-32696,-11.5,,,,,,,,,-32696,-11.5,,
1993-07-08,320,35,53,1,0,G570,10.50,,,,,,,,-32696,-10.5,,,,,,,,,-32696,-10.5,,,,,,,,,-32696,-10.5,,,,,,,,,-32696,-10.5,,
1993-07-08,320,35,53,1,0,G571,14.00,,,,,,,,-32696,-14,,,,,,,,,-32696,-14,,,,,,,,,-32696,-14,,,,,,,,,-32696,-14,,
1993-07-08,320,35,53,1,0,G572,15.00,,,,,,,,-32696,-15,,,,,,,,,-32696,-15,,,,,,,,,-32696,-15,,,,,,,,,-32696,-15,,
1993-07-08,320,35,53,1,0,G573,11.50,,,,,,,,-32696,-11.5,,,,,,,,,-32696,-11.5,,,,,,,,,-32696,-11.5,,,,,,,,,-32696,-11.5,,
1993-07-08,320,35,53,1,0,G574,12.50,,,,,,,,-32696,-12.5,,,,,,,,,-32696,-12.5,,,,,,,,,-32696,-12.5,,,,,,,,,-32696,-12.5,,
1993-07-08,320,35,53,1,0,G575,16.50,,,,,,,,-32696,-16.5,,,,,,,,,-32696,-16.5,,,,,,,,,-32696,-16.5,,,,,,,,,-32696,-16.5,,
1993-07-08,320,35,53,1,0,G576,11.50,,,,,,,,-32696,-11.5,,,,,,,,,-32696,-11.5,,,,,,,,,-32696,-11.5,,,,,,,,,-32696,-11.5,,
1993-07-09,320,36,,1,0,G577,11.50,,,,,,,,-32697,-11.5,,,,,,,,,-32697,-11.5,,,,,,,,,-32697,-11.5,,,,,,,,,-32697,-11.5,,
1993-07-09,320,31,,1,0,G578,13.50,,,,,,,,-32697,-13.5,,,,,,,,,-32697,-13.5,,,,,,,,,-32697,-13.5,,,,,,,,,-32697,-13.5,,
1993-07-09,320,31,,1,0,G579,12.50,,,,,,,,-32697,-12.5,,,,,,,,,-32697,-12.5,,,,,,,,,-32697,-12.5,,,,,,,,,-32697,-12.5,,
1993-07-09,320,31,,8,0,G581,15.00,,,,,,,,-32697,-15,,,,,,,,,-32697,-15,,,,,,,,,-32697,-15,,,,,,,,,-32697,-15,,
1993-07-09,320,33,,1,0,G582,11.00,,,,,,,,-32697,-11,,,,,,,,,-32697,-11,,,,,,,,,-32697,-11,,,,,,,,,-32697,-11,,
1993-07-09,320,35,53,1,0,G583,15.00,,,,,,,,-32697,-15,,,,,,,,,-32697,-15,,,,,,,,,-32697,-15,,,,,,,,,-32697,-15,,
1993-07-09,320,35,53,1,0,G584,15.00,,,,,,,,-32697,-15,,,,,,,,,-32697,-15,,,,,,,,,-32697,-15,,,,,,,,,-32697,-15,,
1993-07-09,320,35,53,1,0,G585,13.00,,,,,,,,-32697,-13,,,,,,,,,-32697,-13,,,,,,,,,-32697,-13,,,,,,,,,-32697,-13,,
1993-07-09,320,35,53,1,0,G586,12.00,,,,,,,,-32697,-12,,,,,,,,,-32697,-12,,,,,,,,,-32697,-12,,,,,,,,,-32697,-12,,
1993-07-09,320,35,53,1,0,G587,12.00,,,,,,,,-32697,-12,,,,,,,,,-32697,-12,,,,,,,,,-32697,-12,,,,,,,,,-32697,-12,,
1993-07-09,320,35,53,1,0,G588,11.00,,,,,,,,-32697,-11,,,,,,,,,-32697,-11,,,,,,,,,-32697,-11,,,,,,,,,-32697,-11,,
1993-07-09,320,35,53,1,0,G589,12.50,,,,,,,,-32697,-12.5,,,,,,,,,-32697,-12.5,,,,,,,,,-32697,-12.5,,,,,,,,,-32697,-12.5,,
1993-07-09,320,35,53,1,0,G590,11.50,,,,,,,,-32697,-11.5,,,,,,,,,-32697,-11.5,,,,,,,,,-32697,-11.5,,,,,,,,,-32697,-11.5,,
1993-07-09,320,35,53,1,0,G591,13.50,,,,,,,,-32697,-13.5,,,,,,,,,-32697,-13.5,,,,,,,,,-32697,-13.5,,,,,,,,,-32697,-13.5,,
1993-07-09,320,35,53,1,0,G592,10.50,,,,,,,,-32697,-10.5,,,,,,,,,-32697,-10.5,,,,,,,,,-32697,-10.5,,,,,,,,,-32697,-10.5,,
1993-07-09,320,32,53,1,0,G593,8.50,,,,,,,,-32697,-8.5,,,,,,,,,-32697,-8.5,,,,,,,,,-32697,-8.5,,,,,,,,,-32697,-8.5,,
1993-07-09,320,32,53,1,0,G594,13.00,Logan(c),1996-01-11,306,Kaka pt,none,19.5,4,916,6.5,est. 15nm,N,,,,,,,-32697,-13,,,,,,,,,-32697,-13,,,,,,,,,-32697,-13,,
1993-07-09,320,32,53,1,0,G595,13.00,,1994-06-18,320,32,60-70,16,2.5-3,344,3,SRA,N,,,,,,,-32697,-13,,,,,,,,,-32697,-13,,,,,,,,,-32697,-13,,
1993-07-09,320,32,53,1,0,G596,13.50,Miyagawa (c),est. 11/20/98,320,none,none,25.25,10,#VALUE!,11.75,SRA,N,,,,,,,-32697,-13.5,,,,,,,,,-32697,-13.5,,,,,,,,,-32697,-13.5,,
1993-07-09,320,32,53,1,0,G597,12.00,,,,,,,,-32697,-12,,,,,,,,,-32697,-12,,,,,,,,,-32697,-12,,,,,,,,,-32697,-12,,
1993-07-09,320,32,53,1,0,G598,12.50,,,,,,,,-32697,-12.5,,,,,,,,,-32697,-12.5,,,,,,,,,-32697,-12.5,,,,,,,,,-32697,-12.5,,
1993-07-09,320,32,53,1,0,G599,12.00,,,,,,,,-32697,-12,,,,,,,,,-32697,-12,,,,,,,,,-32697,-12,,,,,,,,,-32697,-12,,
1993-05-15,401,30,63,1,0,G600,10.00,,,,,,,,-32642,-10,,,,,,,,,-32642,-10,,,,,,,,,-32642,-10,,,,,,,,,-32642,-10,,
1993-05-15,401,30,63,1,0,G601,10.20,,,,,,,,-32642,-10.2,,,,,,,,,-32642,-10.2,,,,,,,,,-32642,-10.2,,,,,,,,,-32642,-10.2,,
1993-05-15,401,30,63,1,0,G602,10.20,,,,,,,,-32642,-10.2,,,,,,,,,-32642,-10.2,,,,,,,,,-32642,-10.2,,,,,,,,,-32642,-10.2,,
1993-05-15,401,30,63,1,0,G603,10.50,,,,,,,,-32642,-10.5,,,,,,,,,-32642,-10.5,,,,,,,,,-32642,-10.5,,,,,,,,,-32642,-10.5,,
1993-05-15,401,30,63,1,0,G604,11.00,,,,,,,,-32642,-11,,,,,,,,,-32642,-11,,,,,,,,,-32642,-11,,,,,,,,,-32642,-11,,
1993-05-15,401,30,63,1,0,G605,10.00,,,,,,,,-32642,-10,,,,,,,,,-32642,-10,,,,,,,,,-32642,-10,,,,,,,,,-32642,-10,,
1993-05-15,401,30,63,1,0,G606,12.80,,,,,,,,-32642,-12.8,,,,,,,,,-32642,-12.8,,,,,,,,,-32642,-12.8,,,,,,,,,-32642,-12.8,,
1993-05-15,401,30,63,1,0,G607,11.60,,,,,,,,-32642,-11.6,,,,,,,,,-32642,-11.6,,,,,,,,,-32642,-11.6,,,,,,,,,-32642,-11.6,,
1993-06-09,401,30,63,1,0,G608,10.40,,,,,,,,-32667,-10.4,,,,,,,,,-32667,-10.4,,,,,,,,,-32667,-10.4,,,,,,,,,-32667,-10.4,,
1993-06-09,401,30,63,1,0,G609,11.50,,,,,,,,-32667,-11.5,,,,,,,,,-32667,-11.5,,,,,,,,,-32667,-11.5,,,,,,,,,-32667,-11.5,,
1993-06-09,401,30,63,1,0,G610,10.00,,,,,,,,-32667,-10,,,,,,,,,-32667,-10,,,,,,,,,-32667,-10,,,,,,,,,-32667,-10,,
1993-06-09,401,30,63,1,2,G611,14.20,,,,,,,,-32667,-14.2,,,,,,,,,-32667,-14.2,,,,,,,,,-32667,-14.2,,,,,,,,,-32667,-14.2,,
1993-06-09,401,30,63,1,0,G612,11.50,,,,,,,,-32667,-11.5,,,,,,,,,-32667,-11.5,,,,,,,,,-32667,-11.5,,,,,,,,,-32667,-11.5,,
1993-06-09,401,30,63,1,1,G613,12.80,,,,,,,,-32667,-12.8,,,,,,,,,-32667,-12.8,,,,,,,,,-32667,-12.8,,,,,,,,,-32667,-12.8,,
1993-06-09,401,30,63,1,0,G614,10.50,,,,,,,,-32667,-10.5,,,,,,,,,-32667,-10.5,,,,,,,,,-32667,-10.5,,,,,,,,,-32667,-10.5,,
1993-06-09,401,30,63,1,0,G615,11.50,,,,,,,,-32667,-11.5,,,,,,,,,-32667,-11.5,,,,,,,,,-32667,-11.5,,,,,,,,,-32667,-11.5,,
1993-06-09,401,30,63,1,2,G616,14.50,,,,,,,,-32667,-14.5,,,,,,,,,-32667,-14.5,,,,,,,,,-32667,-14.5,,,,,,,,,-32667,-14.5,,
1993-06-09,401,30,63,1,0,G617,9.50,,,,,,,,-32667,-9.5,,,,,,,,,-32667,-9.5,,,,,,,,,-32667,-9.5,,,,,,,,,-32667,-9.5,,
1993-06-09,401,30,63,1,0,G618,10.50,,,,,,,,-32667,-10.5,,,,,,,,,-32667,-10.5,,,,,,,,,-32667,-10.5,,,,,,,,,-32667,-10.5,,
1993-06-09,401,30,63,1,0,G619,11.00,,,,,,,,-32667,-11,,,,,,,,,-32667,-11,,,,,,,,,-32667,-11,,,,,,,,,-32667,-11,,
1993-06-09,401,30,63,1,0,G620,10.20,,,,,,,,-32667,-10.2,,,,,,,,,-32667,-10.2,,,,,,,,,-32667,-10.2,,,,,,,,,-32667,-10.2,,
1993-06-09,401,30,63,1,0,G621,11.00,,,,,,,,-32667,-11,,,,,,,,,-32667,-11,,,,,,,,,-32667,-11,,,,,,,,,-32667,-11,,
1993-06-09,401,30,63,1,0,G622,10.50,,,,,,,,-32667,-10.5,,,,,,,,,-32667,-10.5,,,,,,,,,-32667,-10.5,,,,,,,,,-32667,-10.5,,
1993-06-14,401,30,63,1,0,G623,11.00,,,,,,,,-32672,-11,,,,,,,,,-32672,-11,,,,,,,,,-32672,-11,,,,,,,,,-32672,-11,,
1993-06-09,401,30,63,1,1,G624,14.50,,,,,,,,-32667,-14.5,,,,,,,,,-32667,-14.5,,,,,,,,,-32667,-14.5,,,,,,,,,-32667,-14.5,,
1993-06-09,401,30,63,1,0,G625,11.00,,,,,,,,-32667,-11,,,,,,,,,-32667,-11,,,,,,,,,-32667,-11,,,,,,,,,-32667,-11,,
1993-06-09,401,30,63,1,0,G626,10.00,,,,,,,,-32667,-10,,,,,,,,,-32667,-10,,,,,,,,,-32667,-10,,,,,,,,,-32667,-10,,
1993-06-09,401,30,63,1,2,G627,13.00,,,,,,,,-32667,-13,,,,,,,,,-32667,-13,,,,,,,,,-32667,-13,,,,,,,,,-32667,-13,,
1993-06-09,401,30,63,1,0,G628,11.50,,,,,,,,-32667,-11.5,,,,,,,,,-32667,-11.5,,,,,,,,,-32667,-11.5,,,,,,,,,-32667,-11.5,,
1993-06-09,401,30,63,1,0,G629,11.00,,,,,,,,-32667,-11,,,,,,,,,-32667,-11,,,,,,,,,-32667,-11,,,,,,,,,-32667,-11,,
1993-06-09,401,30,63,1,1,G630,12.00,,,,,,,,-32667,-12,,,,,,,,,-32667,-12,,,,,,,,,-32667,-12,,,,,,,,,-32667,-12,,
1993-06-09,401,30,63,1,0,G631,11.00,,,,,,,,-32667,-11,,,,,,,,,-32667,-11,,,,,,,,,-32667,-11,,,,,,,,,-32667,-11,,
1993-06-09,401,30,63,1,0,G632,14.60,,,,,,,,-32667,-14.6,,,,,,,,,-32667,-14.6,,,,,,,,,-32667,-14.6,,,,,,,,,-32667,-14.6,,
1993-06-09,401,30,63,1,0,G633,10.50,,,,,,,,-32667,-10.5,,,,,,,,,-32667,-10.5,,,,,,,,,-32667,-10.5,,,,,,,,,-32667,-10.5,,
1993-06-09,401,30,63,1,0,G634,10.50,,,,,,,,-32667,-10.5,,,,,,,,,-32667,-10.5,,,,,,,,,-32667,-10.5,,,,,,,,,-32667,-10.5,,
1993-06-09,401,30,63,1,0,G635,11.50,,1993-12-23,401,30,63,13.5,1.5,197,2,0,N,,,,,,,-32667,-11.5,,,,,,,,,-32667,-11.5,,,,,,,,,-32667,-11.5,,
1993-06-09,401,30,63,1,0,G636,13.00,,,,,,,,-32667,-13,,,,,,,,,-32667,-13,,,,,,,,,-32667,-13,,,,,,,,,-32667,-13,,
1993-06-09,401,30,63,1,0,G638,12.50,,,,,,,,-32667,-12.5,,,,,,,,,-32667,-12.5,,,,,,,,,-32667,-12.5,,,,,,,,,-32667,-12.5,,
